having ip address,shortening service,missing title,domain contain -,redirect using //,HTTPS,favicon,link of tags link,server form handler,on mouse over,right click,popup window,url of anchor,Links in script and link,submitting to mail,using iframe,url of image,Fake Link In Status Bar,Percentage of URL external resource,frequent Domain Name Mismatch,label
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,0,1,1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,0,1,-1,0,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,0,1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1
-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,-1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,1
-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,-1,0,-1,0,1,1
-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,1,1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,1,-1,0,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,0,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,1,0,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1
-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,1,0,-1,1,-1,1
-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,0,-1,1,1,1
-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,0,-1,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,-1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1
-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,1,-1,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,-1,0,-1,-1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,-1,1,1,1
-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,0,-1,0,1,1
-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,0,1,-1,-1,-1,0,0,1,-1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,-1,1,1,1
-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,0,1,1
-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1
-1,1,-1,-1,-1,-1,1,1,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1
-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1
-1,1,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1
-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,1,1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,0,1,1,0,-1,-1,-1,1
-1,-1,1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1
-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,-1,0,-1,1
-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,1
-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,1
-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,1
-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,1,1,1
