having_ip_address,length_of_url,shortening_services,having_at_symbol,double-slash_redirection,prefix and suffix,sub_domains,ssl_state,favicons,ports,links_in_tags,sfh-domain,on_mouse_over,right_click,popup_windows,iframe_redirection,domain_age,dns_record,web_traffic,links_pointing,statistical_report,result
-1,1,1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1
-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,0,1,1,-1,-1,0,1,1,1,1,-1,1,1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,1,1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,-1,-1
-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,0,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,1,1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1
-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,0,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
-1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,-1
